,medal_type,medal_code,medal_date,athlete_short_name,athlete_name,country_code,discipline_code
1311,Gold Medal,1,2021-08-04 00:00:00.0,CHEMUTAI P,CHEMUTAI Peruth,UGA,ATH
1312,Silver Medal,2,2021-08-04 00:00:00.0,FRERICHS C,FRERICHS Courtney,USA,ATH
1313,Bronze Medal,3,2021-08-04 00:00:00.0,KIYENG H,KIYENG Hyvin,KEN,ATH
1314,Gold Medal,1,2021-08-04 00:00:00.0,McLAUGHLIN S,McLAUGHLIN Sydney,USA,ATH
1315,Silver Medal,2,2021-08-04 00:00:00.0,MUHAMMAD D,MUHAMMAD Dalilah,USA,ATH
1316,Bronze Medal,3,2021-08-04 00:00:00.0,BOL F,BOL Femke,NED,ATH
1317,Gold Medal,1,2021-08-04 00:00:00.0,THIAM N,THIAM Nafissatou,BEL,ATH
1318,Silver Medal,2,2021-08-04 00:00:00.0,VETTER A,VETTER Anouk,NED,ATH
1319,Bronze Medal,3,2021-08-04 00:00:00.0,OOSTERWEGEL E,OOSTERWEGEL Emma,NED,ATH
1320,Gold Medal,1,2021-08-04 00:00:00.0,LOPEZ A,LOPEZ Arlen,CUB,BOX
1321,Silver Medal,2,2021-08-04 00:00:00.0,WHITTAKER B,WHITTAKER Benjamin,GBR,BOX
1322,Bronze Medal,3,2021-08-04 00:00:00.0,KUNKABAYEV K,KUNKABAYEV Kamshybek,KAZ,BOX
1323,Bronze Medal,3,2021-08-04 00:00:00.0,CLARKE F,CLARKE Frazer,GBR,BOX
1324,Bronze Medal,3,2021-08-04 00:00:00.0,HUANG HW,HUANG Hsiao-Wen,TPE,BOX
1325,Bronze Medal,3,2021-08-04 00:00:00.0,NAMIKI T,NAMIKI Tsukimi,JPN,BOX
1326,Bronze Medal,3,2021-08-04 00:00:00.0,BORGOHAIN L,BORGOHAIN Lovlina,IND,BOX
1327,Bronze Medal,3,2021-08-04 00:00:00.0,JONES O,JONES Oshae,USA,BOX
1328,Gold Medal,1,2021-08-04 00:00:00.0,CONSONNI S,CONSONNI Simone,ITA,CTR
1329,Gold Medal,1,2021-08-04 00:00:00.0,GANNA F,GANNA Filippo,ITA,CTR
1330,Gold Medal,1,2021-08-04 00:00:00.0,MILAN J,MILAN Jonathan,ITA,CTR
1331,Gold Medal,1,2021-08-04 00:00:00.0,LAMON F,LAMON Francesco,ITA,CTR
1332,Silver Medal,2,2021-08-04 00:00:00.0,LARSEN N,LARSEN Niklas,DEN,CTR
1333,Silver Medal,2,2021-08-04 00:00:00.0,MADSEN F,MADSEN Frederik,DEN,CTR
1334,Silver Medal,2,2021-08-04 00:00:00.0,HANSEN LN,HANSEN Lasse Norman,DEN,CTR
1335,Silver Medal,2,2021-08-04 00:00:00.0,PEDERSEN R,PEDERSEN Rasmus,DEN,CTR
1336,Bronze Medal,3,2021-08-04 00:00:00.0,O'BRIEN K,O'BRIEN Kelland,AUS,CTR
1337,Bronze Medal,3,2021-08-04 00:00:00.0,WELSFORD S,WELSFORD Sam,AUS,CTR
1338,Bronze Medal,3,2021-08-04 00:00:00.0,PLAPP L,PLAPP Lucas,AUS,CTR
1339,Bronze Medal,3,2021-08-04 00:00:00.0,HOWARD L,HOWARD Leigh,AUS,CTR
1340,Bronze Medal,3,2021-08-04 00:00:00.0,PORTER A,PORTER Alexander,AUS,CTR
1341,Gold Medal,1,2021-08-04 00:00:00.0,MAHER B,MAHER Ben,GBR,EQU
1342,Silver Medal,2,2021-08-04 00:00:00.0,FREDRICSON P,FREDRICSON Peder,SWE,EQU
1343,Bronze Medal,3,2021-08-04 00:00:00.0,van der VLEUTEN M,van der VLEUTEN Maikel,NED,EQU
1344,Gold Medal,1,2021-08-04 00:00:00.0,CUNHA AM,CUNHA Ana Marcela,BRA,OWS
1345,Silver Medal,2,2021-08-04 00:00:00.0,van ROUWENDAAL S,van ROUWENDAAL Sharon,NED,OWS
1346,Bronze Medal,3,2021-08-04 00:00:00.0,LEE K,LEE Kareena,AUS,OWS
1347,Gold Medal,1,2021-08-04 00:00:00.0,RYAN W,RYAN Will,AUS,SAL
1348,Gold Medal,1,2021-08-04 00:00:00.0,BELCHER M,BELCHER Mathew,AUS,SAL
1349,Silver Medal,2,2021-08-04 00:00:00.0,BERGSTROM F,BERGSTROM Fredrik,SWE,SAL
1350,Silver Medal,2,2021-08-04 00:00:00.0,DAHLBERG A,DAHLBERG Anton,SWE,SAL
1351,Bronze Medal,3,2021-08-04 00:00:00.0,RODRIGUEZ N,RODRIGUEZ GARCIA-PAZ Nicolas,ESP,SAL
1352,Bronze Medal,3,2021-08-04 00:00:00.0,XAMMAR J,XAMMAR Jordi,ESP,SAL
1353,Gold Medal,1,2021-08-04 00:00:00.0,McINTYRE E,McINTYRE Eilidh,GBR,SAL
1354,Gold Medal,1,2021-08-04 00:00:00.0,MILLS H,MILLS Hannah,GBR,SAL
1355,Silver Medal,2,2021-08-04 00:00:00.0,SKRZYPULEC A,SKRZYPULEC Agnieszka,POL,SAL
1356,Silver Medal,2,2021-08-04 00:00:00.0,OGAR J,OGAR Jolanta,POL,SAL
1357,Bronze Medal,3,2021-08-04 00:00:00.0,LECOINTRE C,LECOINTRE Camille,FRA,SAL
1358,Bronze Medal,3,2021-08-04 00:00:00.0,RETORNAZ A,RETORNAZ Aloise,FRA,SAL
1359,Gold Medal,1,2021-08-04 00:00:00.0,YOSOZUMI S,YOSOZUMI Sakura,JPN,SKB
1360,Silver Medal,2,2021-08-04 00:00:00.0,HIRAKI K,HIRAKI Kokona,JPN,SKB
1361,Bronze Medal,3,2021-08-04 00:00:00.0,BROWN S,BROWN Sky,GBR,SKB
1362,Gold Medal,1,2021-08-04 00:00:00.0,TALAKHADZE L,TALAKHADZE Lasha,GEO,WLF
1363,Silver Medal,2,2021-08-04 00:00:00.0,DAVOUDI A,DAVOUDI Ali,IRI,WLF
1364,Bronze Medal,3,2021-08-04 00:00:00.0,ASAAD M,ASAAD Man,SYR,WLF
1365,Gold Medal,1,2021-08-04 00:00:00.0,GERAEI M,GERAEI Mohammadreza,IRI,WRE
1366,Silver Medal,2,2021-08-04 00:00:00.0,NASIBOV P,NASIBOV Parviz,UKR,WRE
1367,Bronze Medal,3,2021-08-04 00:00:00.0,ELSAYED MIE,ELSAYED Mohamed Ibrahim Elsayed,EGY,WRE
1368,Bronze Medal,3,2021-08-04 00:00:00.0,STAEBLER F,STAEBLER Frank,GER,WRE
1369,Gold Medal,1,2021-08-04 00:00:00.0,BELENIUK Z,BELENIUK Zhan,UKR,WRE
1370,Silver Medal,2,2021-08-04 00:00:00.0,LORINCZ V,LORINCZ Viktor,HUN,WRE
1371,Bronze Medal,3,2021-08-04 00:00:00.0,KUDLA DM,KUDLA Denis Maksymilian,GER,WRE
1372,Bronze Medal,3,2021-08-04 00:00:00.0,DATUNASHVILI Z,DATUNASHVILI Zurabi,SRB,WRE
1373,Gold Medal,1,2021-08-04 00:00:00.0,KAWAI Y,KAWAI Yukako,JPN,WRE
1374,Silver Medal,2,2021-08-04 00:00:00.0,TYNYBEKOVA A,TYNYBEKOVA Aisuluu,KGZ,WRE
1375,Bronze Medal,3,2021-08-04 00:00:00.0,KOLIADENKO I,KOLIADENKO Iryna,UKR,WRE
1376,Bronze Medal,3,2021-08-04 00:00:00.0,YUSEIN TM,YUSEIN Taybe Mustafa,BUL,WRE
1377,Gold Medal,1,2021-08-05 00:00:00.0,PARCHMENT H,PARCHMENT Hansle,JAM,ATH
1378,Silver Medal,2,2021-08-05 00:00:00.0,HOLLOWAY G,HOLLOWAY Grant,USA,ATH
1379,Bronze Medal,3,2021-08-05 00:00:00.0,LEVY R,LEVY Ronald,JAM,ATH
1380,Gold Medal,1,2021-08-05 00:00:00.0,STANO M,STANO Massimo,ITA,ATH
1381,Silver Medal,2,2021-08-05 00:00:00.0,IKEDA K,IKEDA Koki,JPN,ATH
1382,Bronze Medal,3,2021-08-05 00:00:00.0,YAMANISHI T,YAMANISHI Toshikazu,JPN,ATH
1383,Gold Medal,1,2021-08-05 00:00:00.0,GARDINER S,GARDINER Steven,BAH,ATH
1384,Silver Medal,2,2021-08-05 00:00:00.0,ZAMBRANO AJ,ZAMBRANO Anthony Jose,COL,ATH
1385,Bronze Medal,3,2021-08-05 00:00:00.0,JAMES K,JAMES Kirani,GRN,ATH
1386,Gold Medal,1,2021-08-05 00:00:00.0,CROUSER R,CROUSER Ryan,USA,ATH
1387,Silver Medal,2,2021-08-05 00:00:00.0,KOVACS J,KOVACS Joe,USA,ATH
1388,Bronze Medal,3,2021-08-05 00:00:00.0,WALSH T,WALSH Tomas,NZL,ATH
1389,Gold Medal,1,2021-08-05 00:00:00.0,PICHARDO P,PICHARDO Pedro,POR,ATH
1390,Silver Medal,2,2021-08-05 00:00:00.0,ZHU Y,ZHU Yaming,CHN,ATH
1391,Bronze Medal,3,2021-08-05 00:00:00.0,ZANGO HF,ZANGO Hugues Fabrice,BUR,ATH
1392,Gold Medal,1,2021-08-05 00:00:00.0,NAGEOTTE K,NAGEOTTE Katie,USA,ATH
1393,Silver Medal,2,2021-08-05 00:00:00.0,SIDOROVA A,SIDOROVA Anzhelika,ROC,ATH
1394,Bronze Medal,3,2021-08-05 00:00:00.0,BRADSHAW H,BRADSHAW Holly,GBR,ATH
1395,Gold Medal,1,2021-08-05 00:00:00.0,BATYRGAZIEV A,BATYRGAZIEV Albert,ROC,BOX
1396,Silver Medal,2,2021-08-05 00:00:00.0,RAGAN D,RAGAN Duke,USA,BOX
1397,Bronze Medal,3,2021-08-05 00:00:00.0,BIBOSSINOV S,BIBOSSINOV Saken,KAZ,BOX
1398,Bronze Medal,3,2021-08-05 00:00:00.0,TANAKA R,TANAKA Ryomei,JPN,BOX
1399,Bronze Medal,3,2021-08-05 00:00:00.0,MARCIAL E,MARCIAL Eumir,PHI,BOX
1400,Bronze Medal,3,2021-08-05 00:00:00.0,BAKSHI G,BAKSHI Gleb,ROC,BOX
1401,Bronze Medal,3,2021-08-05 00:00:00.0,SEESONDEE S,SEESONDEE Sudaporn,THA,BOX
1402,Bronze Medal,3,2021-08-05 00:00:00.0,POTKONEN MMJ,POTKONEN Mira Marjut Johanna,FIN,BOX
1403,Gold Medal,1,2021-08-05 00:00:00.0,V.d WESTHUYZEN J.,van der WESTHUYZEN Jean,AUS,CSP
1404,Gold Medal,1,2021-08-05 00:00:00.0,GREEN T,GREEN Thomas,AUS,CSP
1405,Silver Medal,2,2021-08-05 00:00:00.0,SCHOPF J,SCHOPF Jacob,GER,CSP
1406,Silver Medal,2,2021-08-05 00:00:00.0,HOFF M,HOFF Max,GER,CSP
1407,Bronze Medal,3,2021-08-05 00:00:00.0,DOSTAL J,DOSTAL Josef,CZE,CSP
1408,Bronze Medal,3,2021-08-05 00:00:00.0,SLOUF R,SLOUF Radek,CZE,CSP
1409,Gold Medal,1,2021-08-05 00:00:00.0,TOTKA S,TOTKA Sandor,HUN,CSP
1410,Silver Medal,2,2021-08-05 00:00:00.0,RIZZA M,RIZZA Manfredi,ITA,CSP
1411,Bronze Medal,3,2021-08-05 00:00:00.0,HEATH L,HEATH Liam,GBR,CSP
1412,Gold Medal,1,2021-08-05 00:00:00.0,HARRISON N,HARRISON Nevin,USA,CSP
1413,Silver Medal,2,2021-08-05 00:00:00.0,VINCENT-LAPOINTE L,VINCENT-LAPOINTE Laurence,CAN,CSP
1414,Bronze Medal,3,2021-08-05 00:00:00.0,LUZAN L,LUZAN Liudmyla,UKR,CSP
1415,Gold Medal,1,2021-08-05 00:00:00.0,CARRINGTON L,CARRINGTON Lisa,NZL,CSP
1416,Silver Medal,2,2021-08-05 00:00:00.0,CSIPES T,CSIPES Tamara,HUN,CSP
1417,Bronze Medal,3,2021-08-05 00:00:00.0,JORGENSEN EA,JORGENSEN Emma Aastrand,DEN,CSP
1418,Gold Medal,1,2021-08-05 00:00:00.0,WALLS M,WALLS Matthew,GBR,CTR
1419,Silver Medal,2,2021-08-05 00:00:00.0,STEWART C,STEWART Campbell,NZL,CTR
1420,Bronze Medal,3,2021-08-05 00:00:00.0,VIVIANI E,VIVIANI Elia,ITA,CTR
1421,Gold Medal,1,2021-08-05 00:00:00.0,BRASPENNINCX S,BRASPENNINCX Shanne,NED,CTR
1422,Silver Medal,2,2021-08-05 00:00:00.0,ANDREWS E,ANDREWS Ellesse,NZL,CTR
1423,Bronze Medal,3,2021-08-05 00:00:00.0,GENEST L,GENEST Lauriane,CAN,CTR
1424,Gold Medal,1,2021-08-05 00:00:00.0,QUAN H,QUAN Hongchan,CHN,DIV
1425,Silver Medal,2,2021-08-05 00:00:00.0,CHEN Y,CHEN Yuxi,CHN,DIV
1426,Bronze Medal,3,2021-08-05 00:00:00.0,WU M,WU Melissa,AUS,DIV
1427,Gold Medal,1,2021-08-05 00:00:00.0,BOCCARD G,BOCCARD Gauthier,BEL,HOC
1428,Gold Medal,1,2021-08-05 00:00:00.0,de KERPEL N,de KERPEL Nicolas,BEL,HOC
1429,Gold Medal,1,2021-08-05 00:00:00.0,de SLOOVER A,de SLOOVER Arthur Anne-Marie Thierr,BEL,HOC
1430,Gold Medal,1,2021-08-05 00:00:00.0,HENDRICKX ARP,HENDRICKX Alexander Robby P,BEL,HOC
1431,Gold Medal,1,2021-08-05 00:00:00.0,LUYPAERT LFA,LUYPAERT Loick Fanny A,BEL,HOC
1432,Gold Medal,1,2021-08-05 00:00:00.0,van AUBEL F,van AUBEL Florent,BEL,HOC
1433,Gold Medal,1,2021-08-05 00:00:00.0,VANASCH V,VANASCH Vincent,BEL,HOC
1434,Gold Medal,1,2021-08-05 00:00:00.0,BOON TA,BOON Tom Alain,BEL,HOC
1435,Gold Medal,1,2021-08-05 00:00:00.0,BRIELS T,BRIELS Thomas,BEL,HOC
1436,Gold Medal,1,2021-08-05 00:00:00.0,CHARLIER CDA,CHARLIER Cedric Daniel Andre,BEL,HOC
1437,Gold Medal,1,2021-08-05 00:00:00.0,DENAYER FVB,DENAYER Felix Veronique B.,BEL,HOC
1438,Gold Medal,1,2021-08-05 00:00:00.0,DOCKIER S,DOCKIER Sebastien,BEL,HOC
1439,Gold Medal,1,2021-08-05 00:00:00.0,GOUGNARD SPF,GOUGNARD Simon Pierre F,BEL,HOC
1440,Gold Medal,1,2021-08-05 00:00:00.0,KINA AST,KINA Antoine Sylvain T,BEL,HOC
1441,Gold Medal,1,2021-08-05 00:00:00.0,MEURMANS AJJ,MEURMANS Augustin Jean J,BEL,HOC
1442,Gold Medal,1,2021-08-05 00:00:00.0,WEGNEZ VNB,WEGNEZ Victor Nicky B,BEL,HOC
1443,Gold Medal,1,2021-08-05 00:00:00.0,van DOREN A,van DOREN Arthur,BEL,HOC
1444,Gold Medal,1,2021-08-05 00:00:00.0,DOHMEN JJDM,DOHMEN John-John Dominique M,BEL,HOC
1445,Silver Medal,2,2021-08-05 00:00:00.0,CHARTER AL,CHARTER Andrew Lewis,AUS,HOC
1446,Silver Medal,2,2021-08-05 00:00:00.0,MITTON TG,MITTON Trent Grant,AUS,HOC
1447,Silver Medal,2,2021-08-05 00:00:00.0,OCKENDEN EC,OCKENDEN Edward Clive,AUS,HOC
1448,Silver Medal,2,2021-08-05 00:00:00.0,WHETTON JT,WHETTON Jacob Thomas,AUS,HOC
1449,Silver Medal,2,2021-08-05 00:00:00.0,ZALEWSKI A,ZALEWSKI Aran,AUS,HOC
1450,Silver Medal,2,2021-08-05 00:00:00.0,BEALE DJ,BEALE Daniel James,AUS,HOC
1451,Silver Medal,2,2021-08-05 00:00:00.0,WICKHAM TJ,WICKHAM Tom Joseph,AUS,HOC
1452,Silver Medal,2,2021-08-05 00:00:00.0,DAWSON M,DAWSON Matthew,AUS,HOC
1453,Silver Medal,2,2021-08-05 00:00:00.0,BRAND T,BRAND Tim,AUS,HOC
1454,Silver Medal,2,2021-08-05 00:00:00.0,GOVERS B,GOVERS Blake,AUS,HOC
1455,Silver Medal,2,2021-08-05 00:00:00.0,OGILVIE FA,OGILVIE Flynn Andrew,AUS,HOC
1456,Silver Medal,2,2021-08-05 00:00:00.0,CRAIG TW,CRAIG Thomas William,AUS,HOC
1457,Silver Medal,2,2021-08-05 00:00:00.0,HOWARD T,HOWARD Tim,AUS,HOC
1458,Silver Medal,2,2021-08-05 00:00:00.0,BELTZ J,BELTZ Joshua,AUS,HOC
1459,Silver Medal,2,2021-08-05 00:00:00.0,HAYWARD JT,HAYWARD Jeremy Thomas,AUS,HOC
1460,Silver Medal,2,2021-08-05 00:00:00.0,SHARP LT,SHARP Lachlan Thomas,AUS,HOC
1461,Silver Medal,2,2021-08-05 00:00:00.0,SIMMONDS J,SIMMONDS Joshua,AUS,HOC
1462,Silver Medal,2,2021-08-05 00:00:00.0,MARTIN D,MARTIN Dylan,AUS,HOC
1463,Bronze Medal,3,2021-08-05 00:00:00.0,PARATTU RAVEENDRAN,PARATTU RAVEENDRAN Sreejesh,IND,HOC
1464,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH H,SINGH Harmanpreet,IND,HOC
1465,Bronze Medal,3,2021-08-05 00:00:00.0,LAKRA B,LAKRA Birendra,IND,HOC
1466,Bronze Medal,3,2021-08-05 00:00:00.0,KUMAR S,KUMAR Surender,IND,HOC
1467,Bronze Medal,3,2021-08-05 00:00:00.0,ROHIDAS A,ROHIDAS Amit,IND,HOC
1468,Bronze Medal,3,2021-08-05 00:00:00.0,KUMAR V,KUMAR Varun,IND,HOC
1469,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH RP,SINGH Rupinder Pal,IND,HOC
1470,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH M,SINGH Manpreet,IND,HOC
1471,Bronze Medal,3,2021-08-05 00:00:00.0,SUMIT,SUMIT,IND,HOC
1472,Bronze Medal,3,2021-08-05 00:00:00.0,SHARMA N,SHARMA Nilakanta,IND,HOC
1473,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH H,SINGH Hardik,IND,HOC
1474,Bronze Medal,3,2021-08-05 00:00:00.0,PRASAD VS,PRASAD Vivek Sagar,IND,HOC
1475,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH M,SINGH Mandeep,IND,HOC
1476,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH S,SINGH Shamsher,IND,HOC
1477,Bronze Medal,3,2021-08-05 00:00:00.0,UPADHYAY LK,UPADHYAY Lalit Kumar,IND,HOC
1478,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH S,SINGH Simranjeet,IND,HOC
1479,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH D,SINGH Dilpreet,IND,HOC
1480,Bronze Medal,3,2021-08-05 00:00:00.0,SINGH G,SINGH Gurjant,IND,HOC
1481,Gold Medal,1,2021-08-05 00:00:00.0,da COSTA S,da COSTA Steven,FRA,KTE
1482,Silver Medal,2,2021-08-05 00:00:00.0,SAMDAN E,SAMDAN Eray,TUR,KTE
1483,Bronze Medal,3,2021-08-05 00:00:00.0,ALMASATFA AR,ALMASATFA Abdel Rahman,JOR,KTE
1484,Bronze Medal,3,2021-08-05 00:00:00.0,ASSADILOV D,ASSADILOV Darkhan,KAZ,KTE
1485,Gold Medal,1,2021-08-05 00:00:00.0,SANCHEZ JAIME S,SANCHEZ JAIME Sandra,ESP,KTE
1486,Silver Medal,2,2021-08-05 00:00:00.0,SHIMIZU K,SHIMIZU Kiyou,JPN,KTE
1487,Bronze Medal,3,2021-08-05 00:00:00.0,LAU MSG,LAU Mo Sheung Grace,HKG,KTE
1488,Bronze Medal,3,2021-08-05 00:00:00.0,BOTTARO V,BOTTARO Viviana,ITA,KTE
1489,Gold Medal,1,2021-08-05 00:00:00.0,GORANOVA I,GORANOVA Ivet,BUL,KTE
1490,Silver Medal,2,2021-08-05 00:00:00.0,TERLIUGA A,TERLIUGA Anzhelika,UKR,KTE
1491,Bronze Medal,3,2021-08-05 00:00:00.0,PLANK B,PLANK Bettina,AUT,KTE
1492,Bronze Medal,3,2021-08-05 00:00:00.0,WEN T,WEN Tzuyun,TPE,KTE
1493,Gold Medal,1,2021-08-05 00:00:00.0,WELLBROCK F,WELLBROCK Florian,GER,OWS
1494,Silver Medal,2,2021-08-05 00:00:00.0,RASOVSZKY K,RASOVSZKY Kristof,HUN,OWS
1495,Bronze Medal,3,2021-08-05 00:00:00.0,PALTRINIERI G,PALTRINIERI Gregorio,ITA,OWS
1496,Gold Medal,1,2021-08-05 00:00:00.0,PALMER K,PALMER Keegan,AUS,SKB
1497,Silver Medal,2,2021-08-05 00:00:00.0,BARROS P,BARROS Pedro,BRA,SKB
1498,Bronze Medal,3,2021-08-05 00:00:00.0,JUNEAU C,JUNEAU Cory,USA,SKB
1499,Gold Medal,1,2021-08-05 00:00:00.0,GINES LOPEZ A,GINES LOPEZ Alberto,ESP,CLB
1500,Silver Medal,2,2021-08-05 00:00:00.0,COLEMAN N,COLEMAN Nathaniel,USA,CLB
1501,Bronze Medal,3,2021-08-05 00:00:00.0,SCHUBERT J,SCHUBERT Jakob,AUT,CLB
1502,Gold Medal,1,2021-08-05 00:00:00.0,CHEN M,CHEN Meng,CHN,TTE
1503,Gold Medal,1,2021-08-05 00:00:00.0,SUN Y,SUN Yingsha,CHN,TTE
1504,Gold Medal,1,2021-08-05 00:00:00.0,WANG M,WANG Manyu,CHN,TTE
1505,Silver Medal,2,2021-08-05 00:00:00.0,ISHIKAWA K,ISHIKAWA Kasumi,JPN,TTE
1506,Silver Medal,2,2021-08-05 00:00:00.0,HIRANO M,HIRANO Miu,JPN,TTE
1507,Silver Medal,2,2021-08-05 00:00:00.0,ITO M,ITO Mima,JPN,TTE
1508,Bronze Medal,3,2021-08-05 00:00:00.0,DOO HK,DOO Hoi Kem,HKG,TTE
1509,Bronze Medal,3,2021-08-05 00:00:00.0,LEE HC,LEE Ho Ching,HKG,TTE
1510,Bronze Medal,3,2021-08-05 00:00:00.0,SOO WYM,SOO Wai Yam Minnie,HKG,TTE
1511,Gold Medal,1,2021-08-05 00:00:00.0,UGUEV Z,UGUEV Zavur,ROC,WRE
1512,Silver Medal,2,2021-08-05 00:00:00.0,RAVI K,RAVI Kumar,IND,WRE
1513,Bronze Medal,3,2021-08-05 00:00:00.0,SANAYEV N,SANAYEV Nurislam,KAZ,WRE
1514,Bronze Medal,3,2021-08-05 00:00:00.0,GILMAN TP,GILMAN Thomas Patrick,USA,WRE
1515,Gold Medal,1,2021-08-05 00:00:00.0,TAYLOR III DM,TAYLOR III David Morris,USA,WRE
1516,Silver Medal,2,2021-08-05 00:00:00.0,YAZDANICHARATI H,YAZDANICHARATI Hassan,IRI,WRE
1517,Bronze Medal,3,2021-08-05 00:00:00.0,AMINE MN,AMINE Myles Nazem,SMR,WRE
1518,Bronze Medal,3,2021-08-05 00:00:00.0,NAIFONOV A,NAIFONOV Artur,ROC,WRE
1519,Gold Medal,1,2021-08-05 00:00:00.0,KAWAI R,KAWAI Risako,JPN,WRE
1520,Silver Medal,2,2021-08-05 00:00:00.0,KURACHKINA I,KURACHKINA Iryna,BLR,WRE
1521,Bronze Medal,3,2021-08-05 00:00:00.0,NIKOLOVA EG,NIKOLOVA Evelina Georgieva,BUL,WRE
1522,Bronze Medal,3,2021-08-05 00:00:00.0,MAROULIS HL,MAROULIS Helen Louise,USA,WRE
1523,Gold Medal,1,2021-08-06 00:00:00.0,JACOBS LM,JACOBS Lamont Marcell,ITA,ATH
1524,Gold Medal,1,2021-08-06 00:00:00.0,TORTU F,TORTU Filippo,ITA,ATH
1525,Gold Medal,1,2021-08-06 00:00:00.0,DESALU EF,DESALU Eseosa Fostine,ITA,ATH
1526,Gold Medal,1,2021-08-06 00:00:00.0,PATTA L,PATTA Lorenzo,ITA,ATH
1527,Silver Medal,2,2021-08-06 00:00:00.0,MITCHELL-BLAKE N,MITCHELL-BLAKE Nethaneel,GBR,ATH
1528,Silver Medal,2,2021-08-06 00:00:00.0,KILTY R,KILTY Richard,GBR,ATH
1529,Silver Medal,2,2021-08-06 00:00:00.0,UJAH C,UJAH Chijindu,GBR,ATH
1530,Silver Medal,2,2021-08-06 00:00:00.0,HUGHES Z,HUGHES Zharnel,GBR,ATH
1531,Bronze Medal,3,2021-08-06 00:00:00.0,RODNEY B,RODNEY Brendon,CAN,ATH
1532,Bronze Medal,3,2021-08-06 00:00:00.0,de GRASSE A,de GRASSE Andre,CAN,ATH
1533,Bronze Medal,3,2021-08-06 00:00:00.0,BLAKE J,BLAKE Jerome,CAN,ATH
1534,Bronze Medal,3,2021-08-06 00:00:00.0,BROWN A,BROWN Aaron,CAN,ATH
1535,Gold Medal,1,2021-08-06 00:00:00.0,CHEPTEGEI J,CHEPTEGEI Joshua,UGA,ATH
1536,Silver Medal,2,2021-08-06 00:00:00.0,AHMED M,AHMED Mohammed,CAN,ATH
1537,Bronze Medal,3,2021-08-06 00:00:00.0,CHELIMO P,CHELIMO Paul,USA,ATH
1538,Gold Medal,1,2021-08-06 00:00:00.0,TOMALA D,TOMALA Dawid,POL,ATH
1539,Silver Medal,2,2021-08-06 00:00:00.0,HILBERT J,HILBERT Jonathan,GER,ATH
1540,Bronze Medal,3,2021-08-06 00:00:00.0,DUNFEE E,DUNFEE Evan,CAN,ATH
1541,Gold Medal,1,2021-08-06 00:00:00.0,KIPYEGON F,KIPYEGON Faith,KEN,ATH
1542,Silver Medal,2,2021-08-06 00:00:00.0,MUIR L,MUIR Laura,GBR,ATH
1543,Bronze Medal,3,2021-08-06 00:00:00.0,HASSAN S,HASSAN Sifan,NED,ATH
1544,Gold Medal,1,2021-08-06 00:00:00.0,PALMISANO A,PALMISANO Antonella,ITA,ATH
1545,Silver Medal,2,2021-08-06 00:00:00.0,ARENAS SL,ARENAS Sandra Lorena,COL,ATH
1546,Bronze Medal,3,2021-08-06 00:00:00.0,LIU H,LIU Hong,CHN,ATH
1547,Gold Medal,1,2021-08-06 00:00:00.0,MORRISON N,MORRISON Natasha,JAM,ATH
1548,Gold Medal,1,2021-08-06 00:00:00.0,BURCHELL R,BURCHELL Remona,JAM,ATH
1549,Gold Medal,1,2021-08-06 00:00:00.0,THOMPSON-HERAH E,THOMPSON-HERAH Elaine,JAM,ATH
1550,Gold Medal,1,2021-08-06 00:00:00.0,WILLIAMS B,WILLIAMS Briana,JAM,ATH
1551,Gold Medal,1,2021-08-06 00:00:00.0,JACKSON S,JACKSON Shericka,JAM,ATH
1552,Gold Medal,1,2021-08-06 00:00:00.0,FRASER-PRYCE SA,FRASER-PRYCE Shelly-Ann,JAM,ATH
1553,Silver Medal,2,2021-08-06 00:00:00.0,DANIELS T,DANIELS Teahna,USA,ATH
1554,Silver Medal,2,2021-08-06 00:00:00.0,THOMAS G,THOMAS Gabrielle,USA,ATH
1555,Silver Medal,2,2021-08-06 00:00:00.0,GARDNER E,GARDNER English,USA,ATH
1556,Silver Medal,2,2021-08-06 00:00:00.0,OLIVER J,OLIVER Javianne,USA,ATH
1557,Silver Medal,2,2021-08-06 00:00:00.0,PRANDINI J,PRANDINI Jenna,USA,ATH
1558,Silver Medal,2,2021-08-06 00:00:00.0,HOBBS A,HOBBS Aleia,USA,ATH
1559,Bronze Medal,3,2021-08-06 00:00:00.0,LANSIQUOT I,LANSIQUOT Imani,GBR,ATH
1560,Bronze Medal,3,2021-08-06 00:00:00.0,NEITA D,NEITA Daryll,GBR,ATH
1561,Bronze Medal,3,2021-08-06 00:00:00.0,PHILIP A,PHILIP Asha,GBR,ATH
1562,Bronze Medal,3,2021-08-06 00:00:00.0,ASHER-SMITH D,ASHER-SMITH Dina,GBR,ATH
1563,Gold Medal,1,2021-08-06 00:00:00.0,MILLER-UIBO S,MILLER-UIBO Shaunae,BAH,ATH
1564,Silver Medal,2,2021-08-06 00:00:00.0,PAULINO M,PAULINO Marileidy,DOM,ATH
